content.text,manuel_intent,manuel_category,manuel_sentiment
"Elbette! Tuzla ve çevresinde, mezuniyet töreniniz için **kapalı alan** sunan ve uygun fiyatlı bazı mekanları aşağıda bulabilirsiniz:

---

### 1. [Cevahir Hotel İstanbul Asia – Maltepe](https://dugunbuketi.com/fiyati/cevahir-hotel-istanbul-asia-mezuniyet-partisi-maltepe?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)
- **Kapasite:** 750 kişi
- **Başlangıç fiyatı:** 500₺
- **Kapalı alan:** Var (Otel balo salonu)
- **Telefon:** [0850 307 4215](tel:+90-850-307-4215)

---

### 2. [Denizatı Plus Wedding Event & Hotel – Kartal](https://dugunbuketi.com/fiyati/denizati-plus-wedding-event-hotel-mezuniyet-balo-mekanlari-kartal-istanbul?booking=1&utm_source=website&utm_medium=chatbot&utm_campaign=get_offer&utm_id=beta_chatbot_v1)
- **Kapasite:** 600 kişi
- **Başlangıç fiyatı:** 1.500₺
- **Kapalı alan:** Var (Otel ve davet salonu)
- **Telefon:** [0850 307 4215](tel:+90-850-307-4215)

---

### 3. [Viçe Cafe&Restaurant – Maltepe](https://dugunbuketi.com/fiyati/vice-caferestaurant-nisan-soz-maltepe-istanbul?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)
- **Kapasite:** 200 kişi
- **Başlangıç fiyatı:** 500₺
- **Kapalı alan:** Var (Restoran)
- **Telefon:** [0850 307 4215](tel:+90-850-307-4215)

---

Bu mekanların hepsinde kapalı alan seçeneği mevcut. Dilerseniz daha fazla bilgi almak veya teklif istemek için bağlantılara tıklayabilir ya da arayabilirsiniz.

Başka bir ilçede veya farklı bir konseptte de öneri ister misiniz? Size başka nasıl yardımcı olabilirim?",Bot Yanıtı,Bot,Nötr
tamam önerilerinizi inceleyim,,,
"Harika! Önerilerimi inceleyebilirsiniz. Beğendiğiniz mekanlar olursa bana tekrar yazabilir, daha fazla detay veya yeni alternatifler isteyebilirsiniz.

Bugünkü hizmetimden memnun kaldınız mı? Size başka nasıl yardımcı olabilirim? Şimdiden mezuniyet töreniniz çok güzel geçsin! 🎓✨",Bot Yanıtı,Bot,Nötr
resim ve video çekimi de istiyorum,Ürün Arayışı,,Nötr
"Harika bir istek! Mezuniyet töreniniz için **profesyonel fotoğraf ve video çekimi** de organize edebilirim.

Birkaç küçük bilgiye daha ihtiyacım olacak:
- Fotoğraf ve video çekimi için ayrı bir bütçeniz var mı, yoksa mekanla birlikte toplam bir bütçe mi düşünüyorsunuz?
- Sadece fotoğraf mı, hem fotoğraf hem video mu istersiniz?
- Çekimlerin tören sırasında mı, öncesi/sonrası da olmasını ister misiniz?

Bu bilgileri paylaşırsanız, Tuzla ve çevresinde uygun fiyatlı fotoğraf & video çekimi yapan firmaları hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
çekimler tören sırasında olacak,,,
"Çok güzel! Mezuniyet töreniniz sırasında **fotoğraf ve video çekimi** hizmeti almak istiyorsunuz. Şimdi, size en uygun firmaları önerebilmem için son bir bilgiye daha ihtiyacım var:

- **Sadece fotoğraf mı, hem fotoğraf hem video çekimi mi istersiniz?**
- **Fotoğraf & video çekimi için belirlediğiniz bir bütçe var mı? Yoksa en uygun fiyatlı seçenekleri mi görmek istersiniz?**

Bu bilgileri de paylaşırsanız, Tuzla ve çevresinde en uygun fiyatlı çekim hizmetlerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
fotoğraf ve video çekimi olacak,,,
"Teşekkürler! Mezuniyet töreninizde **hem fotoğraf hem de video çekimi** istiyorsunuz. Son olarak, çekim hizmeti için bir bütçe aralığınız var mı? Yoksa en uygun fiyatlı firmaları mı görmek istersiniz?

Bütçe belirtmezseniz, en uygun fiyatlı fotoğraf ve video çekimi yapan firmaları Tuzla ve yakın ilçelerde hemen önereceğim. Onay verirseniz aramaya başlıyorum!",Bot Yanıtı,Bot,Nötr
en uygun olanları verebilirseniz sevinirim,,,Pozitif
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Bot Yanıtı,Bot,Nötr
"Şu anda Tuzla ve yakın ilçelerde, mezuniyet töreniniz için **en uygun fiyatlı fotoğraf ve video çekimi** yapan firmalara dair doğrudan bir liste sunamıyorum. Ancak, birçok düğün ve mezuniyet mekanı kendi bünyesinde veya anlaşmalı olarak bu hizmeti sağlayabiliyor. 

**Önerim:** 
- Seçtiğiniz mekanlarla iletişime geçtiğinizde, fotoğraf ve video çekimi hizmeti de almak istediğinizi belirtin. Genellikle mekanlar toplu paketlerde çok daha uygun fiyatlar sunabiliyor.
- Ayrıca, isterseniz İstanbul genelinde bağımsız fotoğraf & video çekim firmalarını da araştırıp size birkaç öneri sunabilirim.

Dilerseniz, çekim hizmeti için bütçe aralığı belirtirseniz, İstanbul genelinde en uygun fiyatlı firmaları araştırabilirim. Size başka nasıl yardımcı olabilirim?",Bot Yanıtı,Bot,Nötr
tekrar merhaba,,,
"Tekrar merhaba! Size nasıl yardımcı olabilirim? Mezuniyet töreniniz veya başka bir etkinlik için yeni bir arayışınız mı var, yoksa mevcut önerilerle ilgili sorularınız mı var? Size en iyi şekilde yardımcı olmak için buradayım!",Bot Yanıtı,Bot,Nötr
temenye quın garden için,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Tabii! **Temenye Quince Garden** hakkında bilgi almak istiyorsunuz. İşte detaylar:

---

### [Temenye Quince Garden – Pendik](https://dugunbuketi.com/fiyati/temenye-quince-garden-nisan-soz-mekanlari-pendik-istanbul?booking=1&utm_source=website&utm_medium=chatbot&utm_campaign=get_offer&utm_id=beta_chatbot_v1)
- **Kapasite:** 1200 kişi
- **Başlangıç fiyatı:** 250₺ (kişi başı)
- **Konum:** Pendik, İstanbul (Tuzla’ya çok yakın)
- **Açık/Kapalı Alan:** Açık alan ağırlıklı, ancak yağmura karşı önlem alınabiliyor.
- **Organizasyon:** Düğün, nişan, mezuniyet gibi birçok etkinlik için uygun.
- **İkram:** Yemekli ve pastalı seçenekler mevcut.
- **Telefon:** [0216 606 28 97](tel:+90-216-606-28-97)
- **Teklif Al:** [Buradan teklif isteyebilirsiniz](https://dugunbuketi.com/fiyati/temenye-quince-garden-nisan-soz-mekanlari-pendik-istanbul?booking=1&utm_source=website&utm_medium=chatbot&utm_campaign=get_offer&utm_id=beta_chatbot_v1)

![Temenye Quince Garden](https://cdn-europe.dugunbuketi.com/media/148828/664dd42c4511b_1716376620mkkmTA-lg.jpeg)

---

**Fotoğraf ve video çekimi** hizmeti için de mekanla iletişime geçtiğinizde toplu paket fiyatı alabilirsiniz. Dilerseniz, sizin adınıza teklif formu doldurmanız için yardımcı olabilirim.

Başka bir bilgi veya farklı bir mekan hakkında da bilgi ister misiniz?",Bot Yanıtı,Bot,Nötr
28 haziran akşam saatlerinde  yemek - pasta - ve fotoğraf video çekimi içinde 50 kişilik fiyat teklifi alabilir miyim,Ürün Arayışı,,Nötr
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
,,,
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Nişan,Mekan Arayışı,Diğer Davet Mekanları,Nötr
"Harika, nişan organizasyonunuz için yardımcı olabilirim! Size en uygun mekan veya hizmeti önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Nişanınızı hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini bir tarih belirlediniz mi?**
3. **Yaklaşık kaç davetli olacak?**
4. **Nasıl bir hizmet almak istersiniz? (Sadece mekan, organizasyon paketi, fotoğrafçı vb.)**
5. **İkram tercihiniz nedir? (Yemekli, kokteyl, pasta ve meşrubat)**

Bu sorulardan başlayarak, sizin için en uygun seçenekleri sunabilirim. Öncelikle hangi şehir ve ilçede nişanınızı yapmak istediğinizi öğrenebilir miyim?",Bot Yanıtı,Bot,Nötr
Manisa Salihli 24 Haziran 2025 150 davetli,,,
"Çok güzel, şimdiye kadar verdiğiniz bilgiler şöyle:

- **Etkinlik türü:** Nişan
- **Şehir/ilçe:** Manisa / Salihli
- **Tarih:** 24 Haziran 2025
- **Davetli sayısı:** 150 kişi

Şimdi birkaç detay daha rica edeceğim:

1. **Nasıl bir hizmet almak istersiniz?**  
   - Sadece mekan  
   - Organizasyon paketi (süsleme, masa sandalye, müzik vb. dahil)  
   - Fotoğrafçı  
   - Hepsi bir arada

2. **İkram tercihiniz nedir?**  
   - Yemekli  
   - Kokteyl  
   - Sadece pasta ve meşrubat

Bu iki soruya da yanıt verirseniz, size en uygun nişan mekanlarını ve hizmetlerini hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Sadece mekan,Mekan Arayışı,Nişan Mekanı,Nötr
"Teşekkürler! **Sadece mekan** arıyorsunuz. Son olarak, davetlilere sunulacak bir ikram olacak mı? Yani:

- **Yemekli** (ana yemek ve servis)
- **Kokteyl** (atıştırmalıklar ve içecekler)
- **Sadece pasta ve meşrubat**
- **Hiçbiri** (ikram olmayacak)

Bu tercihinizi de belirtir misiniz? Böylece Salihli ve yakın ilçelerde size en uygun nişan mekanlarını önerebilirim.",Bot Yanıtı,Bot,Nötr
Hicbiri,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",,,
"Şu anda **Manisa Salihli** ve yakın çevresinde, **sadece mekan** ve **ikram olmadan** nişan organizasyonu için uygun bir mekan bulamadım.

Dilerseniz, kriterlerinizi biraz esnetebiliriz. Örneğin;
- **Yakın ilçeleri** (Turgutlu, Alaşehir, Kula gibi) da dahil edebilirim.
- **İkramlı** veya **kokteylli** seçenekleri de değerlendirmek ister misiniz?
- Veya **organizasyon paketi** sunan mekanları da listeleyebilirim.

Kriterlerinizde bir değişiklik yapmak ister misiniz, yoksa farklı bir arama yapmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
19 ekim sünnet düğünü salonu,Mekan Arayışı,Sünnet Düğünü,Nötr
"Harika! 19 Ekim'de **sünnet düğünü** için salon arıyorsunuz. Size en uygun mekanları önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede** düğün yapmak istiyorsunuz?
2. **Tahmini davetli sayınız** kaç olacak?
3. **Yemekli, kokteyl ya da sadece pasta ve meşrubat** ikramı mı düşünüyorsunuz?
4. **Kişi başı bütçeniz** nedir?

Bu bilgileri paylaşırsanız, size en uygun sünnet düğünü salonlarını hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Kocaeli gebze,,,
"Teşekkürler! Şu an için bilgilerimiz şöyle:

- **Etkinlik türü:** Sünnet düğünü
- **Tarih:** 19 Ekim
- **Şehir/İlçe:** Kocaeli / Gebze

Şimdi birkaç detay daha rica edeceğim:

1. **Tahmini davetli sayınız** kaç olacak?
2. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat)
3. **Kişi başı bütçeniz** ne kadar?

Bu bilgileri paylaşırsanız, Gebze ve yakın ilçelerde size en uygun sünnet düğünü salonlarını önerebilirim!",Bot Yanıtı,Bot,Nötr
350 400 pasta ö,Ürün Arayışı,Düğün Pastası,Nötr
"Çok teşekkürler! Şu ana kadar topladığım bilgiler:

- **Etkinlik türü:** Sünnet düğünü
- **Tarih:** 19 Ekim
- **Şehir/İlçe:** Kocaeli / Gebze
- **Davetli sayısı:** 350-400 kişi
- **İkram tercihi:** Pasta ve meşrubat

Şimdi son olarak, **toplam bütçenizi** veya bu hizmet için ayırdığınız kişi başı bütçeyi öğrenebilir miyim? Böylece size en uygun salonları önerebilirim.

Ayrıca, dilerseniz **Gebze’ye yakın ilçelerde** de (örneğin Darıca, Çayırova, Dilovası gibi) salon önerileri sunabilirim. Yakın ilçeleri de dahil etmemi ister misiniz?",Bot Yanıtı,Bot,Nötr
Mest5,,,
"Sanırım “Mest5” ile bütçenizi belirtmek istediniz, fakat tam olarak ne demek istediğinizi anlayamadım. Lütfen aşağıdaki şekilde netleştirir misiniz?

- **Kişi başı bütçeniz** nedir? (Örneğin: kişi başı 500 TL veya toplam 50.000 TL gibi)
- Ya da “Mest5” bir mekan adıysa, bu mekan hakkında bilgi mi almak istiyorsunuz?

Ayrıca, Gebze’ye yakın ilçelerde de öneri ister misiniz? Sizi daha iyi yönlendirebilmem için bu detayları paylaşabilir misiniz?",Bot Yanıtı,Bot,Nötr
45 milyar,,,
"Çok teşekkürler! Şu ana kadar elimdeki bilgiler:

- **Etkinlik türü:** Sünnet düğünü
- **Tarih:** 19 Ekim
- **Şehir/İlçe:** Kocaeli / Gebze
- **Davetli sayısı:** 350-400 kişi
- **İkram tercihi:** Pasta ve meşrubat
- **Toplam bütçe:** 45.000 TL

Son olarak, Gebze’ye yakın ilçelerde (Darıca, Çayırova, Dilovası gibi) de salon önerisi ister misiniz, yoksa sadece Gebze ile mi sınırlı kalalım?

Bilginizi alır almaz, size en uygun sünnet düğünü salonlarını hemen önereceğim!",Bot Yanıtı,Bot,Nötr
Gebze sadece,,,
,,,
"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Bot Yanıtı,Bot,Nötr
,,,
,,,
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Düğün,Mekan Arayışı,Düğün Salonu,Nötr
"Harika! **Düğün** organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede** düğün yapmak istiyorsunuz?
2. **Tahmini düğün tarihiniz** belli mi?
3. **Kaç davetli** olmasını planlıyorsunuz?
4. **Nasıl bir hizmet** arıyorsunuz? (Sadece mekan mı, yoksa organizasyon, fotoğrafçı gibi ek hizmetler de ister misiniz?)

İlk olarak hangi şehir ve ilçede düğün yapmak istediğinizi öğrenebilir miyim?",Bot Yanıtı,Bot,Nötr
"Gaziantep Şahinbey de bir mekan arıyoruz. 100-450 civarlarında davetlimiz olacak, tahmini düğün tarihimize daha var ama ben şimdiden araştırmak istiyorum. Hizmette ise;Mekan, organizasyon, içecekler ama alkol asla olmayacak, fotoğraf ve video çekimi ve kuru pasta gibi ikramların olduğu bir mekan arıyorum.. Anlıyorsunuz değil mi beni?",Mekan Arayışı,Düğün Salonu,Pozitif
"Sizi çok iyi anlıyorum! Özetlemek gerekirse:

- **Şehir/İlçe:** Gaziantep / Şahinbey
- **Davetli Sayısı:** 100-450 arası
- **Düğün Tarihi:** Henüz kesin değil, şimdiden araştırıyorsunuz
- **Hizmetler:** 
  - Mekan
  - Organizasyon
  - Alkolsüz içecekler
  - Fotoğraf ve video çekimi
  - Kuru pasta ve benzeri ikramlar

Size en uygun mekanları ve firmaları önerebilmem için birkaç küçük detay daha sormak istiyorum:

1. **Mekan tercihiniz var mı?** (Açık alan, kapalı salon, havuz başı, kır düğünü gibi)
2. **Kişi başı yaklaşık bütçeniz** nedir? (Veya toplamda ayırmayı düşündüğünüz bütçe)
3. Dilerseniz, Şahinbey’e yakın diğer ilçelerde de öneri sunmamı ister misiniz?

Bu sorulara yanıt verirseniz, tam size göre seçenekler sunabilirim!",Bot Yanıtı,Bot,Nötr
"Kapalı bir mekan arıyoruz ve bütçe bizim için önemli değil. Şık, görkemli bir mekan arıyoruz. Önerilerde bulunursanız sevinirim.",Mekan Arayışı,Düğün Salonu,Pozitif
,,,
,,,
Sence hangisi daha iyi? Karar vermekte zorlanıyorum.,,,
"Sizi çok iyi anlıyorum, bu kadar güzel ve şık mekan arasında seçim yapmak gerçekten zor olabilir! Sizin için öne çıkan birkaç mekanı, avantajlarıyla birlikte kısaca özetleyeyim:

---

### 1. **Ayıntap Plaza**
- **Kapasite:** 625 kişi
- **Başlangıç Fiyatı:** 40.000₺
- **Avantajları:** Modern ve şık bir salon, organizasyon ve fotoğraf hizmetleriyle öne çıkıyor. Kuru pasta ve alkolsüz içecek ikramı mevcut.
- [Detaylı İncele](https://dugunbuketi.com/fiyati/ayintap-plaza-dugun-salonlari-sahinbey-gaziantep?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)

---

### 2. **Bayındır Düğün Salonu**
- **Kapasite:** 1500 kişi (çok kalabalık davetler için ideal)
- **Başlangıç Fiyatı:** 60.000₺
- **Avantajları:** Geniş ve görkemli bir salon, büyük organizasyonlar için çok uygun. Fotoğraf ve video çekimi, organizasyon ve ikramlar mevcut.
- [Detaylı İncele](https://dugunbuketi.com/fiyati/bayindir-dugun-salonu-dugun-salonlari-sahinbey-gaziantep?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)

---

### 3. **Şirehan Hotel**
- **Kapasite:** 875 kişi
- **Başlangıç Fiyatı:** 750₺ (kişi başı)
- **Avantajları:** Tarihi ve lüks bir atmosfer, otel konforu ve profesyonel hizmet. Şık ve prestijli bir düğün isteyenler için çok uygun.
- [Detaylı İncele](https://dugunbuketi.com/fiyati/sirehan-hotel-otelde-dugun-sahinbey-gaziantep?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)

---

### 4. **Beyaz Saray Düğün Salonu**
- **Kapasite:** 875 kişi
- **Başlangıç Fiyatı:** 150.000₺
- **Avantajları:** İsmiyle uyumlu olarak oldukça görkemli ve lüks bir salon. Fiyatı yüksek ama ihtişamı ve hizmet kalitesiyle öne çıkıyor.
- [Detaylı İncele](https://dugunbuketi.com/fiyati/beyaz-saray-dugun-salonu-dugun-salonlari-sahinbey-gaziantep?utm_source=website&utm_medium=chatbot&utm_campaign=view_place&utm_id=beta_chatbot_v1)

---

**Karar verirken şunları göz önünde bulundurabilirsiniz:**
- Davetli sayınız 100-450 arası ise, 600-900 kişilik salonlar sizin için hem ferah hem de şık bir ortam sunar.
- Eğer tarihi ve lüks bir atmosfer isterseniz, **Şirehan Hotel** çok iyi bir seçenek.
- Daha büyük ve gösterişli bir düğün hayal ediyorsanız, **Bayındır Düğün Salonu** veya **Beyaz Saray Düğün Salonu** öne çıkıyor.
- Fiyat/performans ve modernlik açısından ise **Ayıntap Plaza** oldukça tercih edilen bir mekan.

Dilerseniz, ilgilendiğiniz mekanlarla iletişime geçip, detaylı bilgi ve randevu almanız için yardımcı olabilirim. Ayrıca, bu mekanlarda daha önce düğün yapan çiftlerin yorumlarını da paylaşabilirim.

**Sizce hangisi hayalinizdeki düğüne daha yakın?** Ya da birkaçını birlikte karşılaştırmamı ister misiniz?",Bot Yanıtı,Bot,Nötr
Conversation resolved automatically.,,,
"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Bot Yanıtı,Bot,Nötr
Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Bot Yanıtı,Bot,Nötr
Kıyı bungalov,,,
"Harika, **Kıyı Bungalov** tarzında bir mekan arıyorsunuz. Size daha iyi yardımcı olabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Etkinlik türünüz nedir?** (Düğün, kına, nişan, doğum günü vb.)
2. **Etkinliği hangi şehir ve ilçede yapmak istiyorsunuz?**
3. **Tahmini etkinlik tarihi nedir?**
4. **Yaklaşık kaç davetli olacak?**
5. **Yemekli mi, kokteylli mi, yoksa sadece pasta ve meşrubat mı düşünüyorsunuz?**
6. **Kişi başı veya toplam bütçeniz nedir?**

Bu bilgileri paylaşırsanız, size en uygun bungalov ve kıyı konseptli mekanları hemen önerebilirim!",Bot Yanıtı,Bot,Nötr
Balayı,Balayı Arayışı,Balayı,Nötr
"Balayı için kıyı bungalov tarzı bir yer arıyorsunuz, harika bir tercih! Size en uygun balayı otelleri veya bungalovları önerebilmem için birkaç sorum olacak:

1. **Hangi şehir veya bölgede balayı yapmak istiyorsunuz?** (Örneğin: Antalya, Muğla, Fethiye, Bodrum, Marmaris, Sapanca vb.)
2. **Tahmini balayı tarihiniz nedir?**
3. **Kaç gece konaklamayı düşünüyorsunuz?**
4. **Balayı için kişi başı veya toplam bütçeniz nedir?**
5. **Deniz kenarı, göl kenarı, doğa içinde veya özel havuzlu gibi bir tercihiniz var mı?**
6. **Balayı paketinde olmasını istediğiniz özel hizmetler var mı?** (Özel akşam yemeği, spa, oda süslemesi vb.)

Bu bilgileri paylaşırsanız, size en uygun kıyı bungalov ve balayı oteli önerilerini hemen sunabilirim!",Bot Yanıtı,Bot,Nötr
